address,cuisines/0,cuisines/1,cuisines/2,cuisines/3,id,image,latitude,localName,longitude,mealTypes/0,menuWebUrl,name,numberOfReviews,phone,priceLevel,priceRange,rankingDenominator,rankingPosition,rating,rawRanking,webUrl,website
"111, Suwan-ro10beon-Gil, Gwangju South Korea",,,,,9136191,,35.190125,춘부집,126.83162,,,Chun Bu House,1,+82 62-952-6692,,,954,324,5,3.0202214717865,https://www.tripadvisor.com/Restaurant_Review-g304129-d9136191-Reviews-Chun_Bu_House-Gwangju.html,
"1, Seongchon-Gil, Gwangju South Korea",,,,,9381119,,,나비야청산가자,,,,Nabiya Mt. Cheong Gaja,1,+82 62-263-4477,,,954,326,5,3.02018547058105,https://www.tripadvisor.com/Restaurant_Review-g304129-d9381119-Reviews-Nabiya_Mt_Cheong_Gaja-Gwangju.html,
"13, Jisan-Ro, Gwangju South Korea",,,,,8979304,,,이삭토스트,,,,Isak Toast,1,+82 62-236-2315,,,954,321,5,3.02023577690125,https://www.tripadvisor.com/Restaurant_Review-g304129-d8979304-Reviews-Isak_Toast-Gwangju.html,
"12, Haengam-Gil, Gwangju South Korea",,,,,9384641,,,남구보신탕,,,,Namgu Dog Meat Soup,1,+82 62-674-1834,,,954,318,5,3.02024292945862,https://www.tripadvisor.com/Restaurant_Review-g304129-d9384641-Reviews-Namgu_Dog_Meat_Soup-Gwangju.html,
"62, Jangsin-Ro, Gwangju South Korea",,,,,9043114,,,마루샤브,,,,Floor Shabu,1,+82 62-961-8828,,,954,323,5,3.02022862434387,https://www.tripadvisor.com/Restaurant_Review-g304129-d9043114-Reviews-Floor_Shabu-Gwangju.html,
"82-1, Jisan-Ro, Gwangju South Korea",,,,,9060337,,,금탑소머리국밥,,,,Geum Top Ox Head Rice Soup,1,,,,954,314,5,3.02027869224548,https://www.tripadvisor.com/Restaurant_Review-g304129-d9060337-Reviews-Geum_Top_Ox_Head_Rice_Soup-Gwangju.html,
"9, Jisan-Ro, Gwangju South Korea",,,,,8917248,,,브램블릭,,,,Beuraembeulrik,1,,,,954,322,5,3.02023577690125,https://www.tripadvisor.com/Restaurant_Review-g304129-d8917248-Reviews-Beuraembeulrik-Gwangju.html,
"77, Yangrim-Ro, Gwangju South Korea",,,,,9431229,,35.13806,까스까스돈까스,126.91722,,,Kkaseukkaseu Pork Cutlet,1,+82 62-456-0038,,,954,317,5,3.02027153968811,https://www.tripadvisor.com/Restaurant_Review-g304129-d9431229-Reviews-Kkaseukkaseu_Pork_Cutlet-Gwangju.html,
"67, Yangrim-Ro, Gwangju South Korea",,,,,9104457,,,담양참숯돼지갈비,,,,Damyang Hardwood Charcoal Pork Ribs,1,,,,954,315,5,3.02027869224548,https://www.tripadvisor.com/Restaurant_Review-g304129-d9104457-Reviews-Damyang_Hardwood_Charcoal_Pork_Ribs-Gwangju.html,
"42, Baekseo-ro125beon-Gil, Gwangju South Korea",,,,,9317365,,35.145462,판스,126.91714,,,Panseu,1,,,,954,313,5,3.02030038833618,https://www.tripadvisor.com/Restaurant_Review-g304129-d9317365-Reviews-Panseu-Gwangju.html,
"22-1, Yong-daero53beon-Gil, Gwangju South Korea",,,,,9293865,,35.121513,리알토,126.9154,,,Rialto,1,,,,954,310,5,3.02037239074707,https://www.tripadvisor.com/Restaurant_Review-g304129-d9293865-Reviews-Rialto-Gwangju.html,
"17, Mudeung-ro375beon-Gil, Gwangju South Korea",,,,,9223832,,35.162086,전통만두,126.92395,,,Tradition Dumplings,1,+82 62-514-0527,,,954,308,5,3.02037954330444,https://www.tripadvisor.com/Restaurant_Review-g304129-d9223832-Reviews-Tradition_Dumplings-Gwangju.html,
"80, Uchi-Ro, Gwangju South Korea",,,,,9115886,,,디메르깐띠,,,,Di Me Reu Kkan Ddi,1,+82 62-264-8885,,,954,312,5,3.02037239074707,https://www.tripadvisor.com/Restaurant_Review-g304129-d9115886-Reviews-Di_Me_Reu_Kkan_Ddi-Gwangju.html,
"933-13, Ochi-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Pizza,,,,4123226,,,피자나라치킨공주오치점,,,,Pizza Nara Chicken Gongju Ochi,0,+82 62-265-0038,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4123226-Reviews-Pizza_Nara_Chicken_Gongju_Ochi-Gwangju_Gyeonggi_do.html,
"9, Sangmujungang-Ro, Gwangju South Korea",,,,,9289768,,,라니까멜,,,,Ranikkamel,2,+82 62-447-2009,,,954,305,4,3.0205192565918,https://www.tripadvisor.com/Restaurant_Review-g304129-d9289768-Reviews-Ranikkamel-Gwangju.html,
"6-2, Jangsin-ro147beon-Gil, Gwangju South Korea",,,,,9050665,,35.191025,가내수공업,126.826515,,,Ganae Su Gong Eop,1,,,,954,304,5,3.02054643630981,https://www.tripadvisor.com/Restaurant_Review-g304129-d9050665-Reviews-Ganae_Su_Gong_Eop-Gwangju.html,
"25-11, Sangmuhwawon-ro32beon-Gil, Gwangju South Korea",,,,,8928807,https://media-cdn.tripadvisor.com/media/photo-o/0c/b0/1c/cc/caption.jpg,35.146275,봉초밥,126.84545,,,Bong Sushi,1,+82 62-371-5544,,,954,379,5,3.01721572875977,https://www.tripadvisor.com/Restaurant_Review-g304129-d8928807-Reviews-Bong_Sushi-Gwangju.html,
"44, Seoseok-Ro, Gwangju South Korea",,,,,8893727,,,카페슈니발렌,,,,Cafe Syunibalren,2,,,,954,307,4,3.02039217948914,https://www.tripadvisor.com/Restaurant_Review-g304129-d8893727-Reviews-Cafe_Syunibalren-Gwangju.html,
"33, Munhwajeondang-ro23beon-Gil, Gwangju South Korea",,,,,9415301,,35.14369,엄마네돼지찌개,126.916145,,,Mommy Ne Pig Stew,1,,,,954,306,5,3.02040863037109,https://www.tripadvisor.com/Restaurant_Review-g304129-d9415301-Reviews-Mommy_Ne_Pig_Stew-Gwangju.html,
"217, Wangbeodeul-Ro, Gwangju South Korea",,,,,9275647,,,샤브향,,,,Shabuhyang,2,+82 62-955-8823,,,954,301,4,3.02062153816223,https://www.tripadvisor.com/Restaurant_Review-g304129-d9275647-Reviews-Shabuhyang-Gwangju.html,
"142, Hakso-Ro, Gwangju South Korea",,,,,9038003,,,학동단호박죽,,,,Hakdong Dan Pumpkin Porridge,2,+82 62-433-4913,,,954,692,4,3.01021671295166,https://www.tripadvisor.com/Restaurant_Review-g304129-d9038003-Reviews-Hakdong_Dan_Pumpkin_Porridge-Gwangju.html,
"25, Jangsin-ro19beonan-Gil, Gwangju South Korea",,,,,9034769,,35.191322,해밀,126.81351,,,Hae Wheat,1,,,,954,302,5,3.02061915397644,https://www.tripadvisor.com/Restaurant_Review-g304129-d9034769-Reviews-Hae_Wheat-Gwangju.html,
"904, Mujin-Daero, Gwangju South Korea",,,,,9283001,,,신세계미미락,,,,Sinse Gye Mimi Rak,4,,,,954,331,3.5,3.0199499130249,https://www.tripadvisor.com/Restaurant_Review-g304129-d9283001-Reviews-Sinse_Gye_Mimi_Rak-Gwangju.html,
"17-19 banchi, Daein-dong, Dong-gu, Gwangju, Gyeonggi-do South Korea",Cafe,,,,4122780,https://media-cdn.tripadvisor.com/media/photo-o/17/34/4b/ac/kenya-espresso-lotte.jpg,,케냐에스프레소 롯데점,,,,Kenya Espresso Lotte,1,+82 62-232-1237,,,212,60,5,3.02423882484436,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4122780-Reviews-Kenya_Espresso_Lotte-Gwangju_Gyeonggi_do.html,
"38-1, Suwan-ro74beon-Gil, Gwangju South Korea",,,,,8986946,,35.19141,하남돼지집,126.8312,,,Hanam Pig House,1,+82 62-955-1541,,,954,299,5,3.02062654495239,https://www.tripadvisor.com/Restaurant_Review-g304129-d8986946-Reviews-Hanam_Pig_House-Gwangju.html,
"37, Songjeong-ro 8beon-gil, Gwangsan-gu, Gwangju, Gyeonggi-do 62437 South Korea",Asian,Korean,,,17412496,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/67/aa/f5/photo0jpg.jpg,,현완단겸 상추튀김,,,,Hyeonwandangyeom Sangchu Twigim,1,+82 62-942-3721,,,212,105,4,3.01296544075012,https://www.tripadvisor.com/Restaurant_Review-g2024868-d17412496-Reviews-Hyeonwandangyeom_Sangchu_Twigim-Gwangju_Gyeonggi_do.html,
"51-1, Jangdong-Ro, Gwangju South Korea",,,,,9304581,,,장미싸롱,,,,Rose Ssa Rong,1,+82 62-456-4654,,,954,320,5,3.02023577690125,https://www.tripadvisor.com/Restaurant_Review-g304129-d9304581-Reviews-Rose_Ssa_Rong-Gwangju.html,
"904, Mujin-Daero, Gwangju South Korea",,,,,9223401,https://media-cdn.tripadvisor.com/media/photo-o/0b/10/5f/bc/caption.jpg,,뚜레쥬르,,,,Tous Les Jours,4,+82 62-367-9102,,,954,329,3.5,3.01997065544128,https://www.tripadvisor.com/Restaurant_Review-g304129-d9223401-Reviews-Tous_Les_Jours-Gwangju.html,
"6, Daenam-daero139beon-Gil, Gwangju South Korea",,,,,9195600,,35.133266,여자만힘쎈장어,126.90988,,,Yeoja Man Him Ssen Eel,1,,,,954,316,5,3.02027153968811,https://www.tripadvisor.com/Restaurant_Review-g304129-d9195600-Reviews-Yeoja_Man_Him_Ssen_Eel-Gwangju.html,
"18, Chipyeong-Ro, Gwangju South Korea",,,,,8883641,,,부리나바베큐치킨,,,,Bu Rina Barbeque Chicken,2,,,,954,327,4,3.02014255523682,https://www.tripadvisor.com/Restaurant_Review-g304129-d8883641-Reviews-Bu_Rina_Barbeque_Chicken-Gwangju.html,
"10, Bongseon-ro121beon-Gil, Gwangju South Korea",,,,,8931298,,35.12474,27년,126.90927,,,27Nyeong,1,,,,954,311,5,3.02037239074707,https://www.tripadvisor.com/Restaurant_Review-g304129-d8931298-Reviews-27Nyeong-Gwangju.html,
"1-18, Geumnamno5-ga, Dong-gu, Gwangju, Gyeonggi-do South Korea",Fast Food,,,,4128026,,,롯데리아 광주대인점,,,,Lotteria Gwangju Daein,0,+82 62-224-4339,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4128026-Reviews-Lotteria_Gwangju_Daein-Gwangju_Gyeonggi_do.html,
"71-16, Songjeong-dong, Gwangju, Gyeonggi-do South Korea",Mexican,,,,4320775,,,멕시칸치킨 광주점,,,,Mexican Chicken Gwangju,0,+82 31-764-0253,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4320775-Reviews-Mexican_Chicken_Gwangju-Gwangju_Gyeonggi_do.html,
"279-7, Chipyeong-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",,,,,4120821,,,또래오래 광주상무점,,,,Toreore Gwangju Sangmu,0,+82 62-382-9258,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120821-Reviews-Toreore_Gwangju_Sangmu-Gwangju_Gyeonggi_do.html,
"51, Bongseonjungang-ro, Nam-gu, Gwangju 61684 South Korea",Cafe,,,,9245754,,35.125393,스타벅스 광주봉선중앙점,126.91131,,,Starbucks Gwangju Bongseonjungang,2,+82 62-653-7844,,,954,236,4,3.02529954910278,https://www.tripadvisor.com/Restaurant_Review-g304129-d9245754-Reviews-Starbucks_Gwangju_Bongseonjungang-Gwangju.html,http://www.istarbucks.co.kr
"13-13, Cheomdanjungang-ro170beon-Gil, Gwangju South Korea",,,,,9084990,,35.221386,어와벗님네야,126.84354,,,Eo and Beot Nim Ne Ya,1,+82 62-973-0116,,,954,354,5,3.01833200454712,https://www.tripadvisor.com/Restaurant_Review-g304129-d9084990-Reviews-Eo_and_Beot_Nim_Ne_Ya-Gwangju.html,
"68, Uijae-Ro, Gwangju South Korea",,,,,9351478,,,옛날광주집,,,,Old Days Gwangju House,1,,,,954,774,4,3.00863218307495,https://www.tripadvisor.com/Restaurant_Review-g304129-d9351478-Reviews-Old_Days_Gwangju_House-Gwangju.html,
"102-6, Chungjang-Ro, Gwangju South Korea",,,,,8974762,,,임실치즈피자,,,,Imsil Cheese Pizza,1,,,,954,358,5,3.01824069023132,https://www.tripadvisor.com/Restaurant_Review-g304129-d8974762-Reviews-Imsil_Cheese_Pizza-Gwangju.html,
"2, Jiho-ro70beon-Gil, Gwangju South Korea",,,,,9224107,,35.14749,전통순대국밥,126.93657,,,Tradition Sundae Rice Soup,1,+82 62-223-2933,,,954,356,5,3.01831245422363,https://www.tripadvisor.com/Restaurant_Review-g304129-d9224107-Reviews-Tradition_Sundae_Rice_Soup-Gwangju.html,
"245, Geumnam-Ro, Gwangju South Korea",,,,,9430345,,,깻잎파닭통닭,,,,Kkaetip Fried Chicken With Spring Onions Whole Chicken,1,,,,954,360,5,3.01824069023132,https://www.tripadvisor.com/Restaurant_Review-g304129-d9430345-Reviews-Kkaetip_Fried_Chicken_With_Spring_Onions_Whole_Chicken-Gwangju.html,
"24, Surimaeul-Gil, Gwangju South Korea",,,,,9223854,,,전통할머니손두부,,,,Tradition Grandma Handmade Tofu,1,,,,954,359,5,3.01824069023132,https://www.tripadvisor.com/Restaurant_Review-g304129-d9223854-Reviews-Tradition_Grandma_Handmade_Tofu-Gwangju.html,
"156, Uncheon-Ro, Gwangju South Korea",,,,,9250617,https://media-cdn.tripadvisor.com/media/photo-o/11/1a/5d/5f/20171026-191135-307-largejpg.jpg,,수일통닭,,,,Suil Whole Chicken,2,+82 62-384-9229,,,954,347,4,3.01895904541016,https://www.tripadvisor.com/Restaurant_Review-g304129-d9250617-Reviews-Suil_Whole_Chicken-Gwangju.html,
"20, Chipyeong-Ro, Gwangju South Korea",,,,,9304204,,,로니로티,,,,Roni Roti,4,+82 61-382-8989,,,954,350,3.5,3.01867532730103,https://www.tripadvisor.com/Restaurant_Review-g304129-d9304204-Reviews-Roni_Roti-Gwangju.html,
"454, Haseo-Ro, Gwangju South Korea",,,,,9382591,,,나주곰탕하얀집,,,,Naju Beef-Bone Soup Hayan House,1,,,,954,353,5,3.01837110519409,https://www.tripadvisor.com/Restaurant_Review-g304129-d9382591-Reviews-Naju_Beef_Bone_Soup_Hayan_House-Gwangju.html,
"98, Biennale-Ro, Gwangju South Korea",,,,,9179437,,,아주커치킨,,,,Very Keo Chicken,3,,,,954,352,3.5,3.01847338676453,https://www.tripadvisor.com/Restaurant_Review-g304129-d9179437-Reviews-Very_Keo_Chicken-Gwangju.html,
"112, Jeungsimcheon-Ro, Gwangju South Korea",,,,,9238299,,,송원떡갈비,,,,Songwon Grilled Short Rib Patties,2,+82 62-232-0057,,,954,345,4,3.0190908908844,https://www.tripadvisor.com/Restaurant_Review-g304129-d9238299-Reviews-Songwon_Grilled_Short_Rib_Patties-Gwangju.html,
"551, Nammunno, Gwangju South Korea",,,,,9366715,,35.120373,전현숙국밥,126.93316,,,Pancake Hyeonsuk Rice Soup,1,,,,954,343,5,3.01934385299683,https://www.tripadvisor.com/Restaurant_Review-g304129-d9366715-Reviews-Pancake_Hyeonsuk_Rice_Soup-Gwangju.html,
"904, Mujin-Daero, Gwangju South Korea",,,,,9404864,,,멘무샤,,,,Menmusya,2,+82 62-365-8808,,,954,351,4,3.01864385604858,https://www.tripadvisor.com/Restaurant_Review-g304129-d9404864-Reviews-Menmusya-Gwangju.html,
"51, Yongbongtaekji-Ro, Gwangju South Korea",,,,,9074014,,,드롭탑,,,,Droptop,2,+82 62-524-4544,,,954,346,4,3.01896238327026,https://www.tripadvisor.com/Restaurant_Review-g304129-d9074014-Reviews-Droptop-Gwangju.html,
"686, Nammunno, Gwangju South Korea",,,,,8942621,,35.132217,엔제리너스,126.929474,,,Angel in Us,2,+82 62-224-7004,,,954,342,4.5,3.01934385299683,https://www.tripadvisor.com/Restaurant_Review-g304129-d8942621-Reviews-Angel_in_Us-Gwangju.html,
"773, Sangmu-Daero, Gwangju South Korea",,,,,9083289,,,엘리시아,,,,Elri Sia,2,,,,954,339,4,3.01944828033447,https://www.tripadvisor.com/Restaurant_Review-g304129-d9083289-Reviews-Elri_Sia-Gwangju.html,
"29, Seoljuk-ro217beon-Gil, Gwangju South Korea",,,,,9135868,,35.179035,취향루,126.894325,,,Chuihyang Ru,1,+82 62-511-1976,,,954,328,5,3.02000737190247,https://www.tripadvisor.com/Restaurant_Review-g304129-d9135868-Reviews-Chuihyang_Ru-Gwangju.html,
"682, Nammunno, Gwangju South Korea",,,,,9393661,,35.13165,놀부보쌈&부대찌개점,126.92925,,,Nolbu Bossam & Sausage Stew Jeom,2,,,,954,341,4.5,3.01934385299683,https://www.tripadvisor.com/Restaurant_Review-g304129-d9393661-Reviews-Nolbu_Bossam_Sausage_Stew_Jeom-Gwangju.html,
"146, Uijae-Ro, Gwangju South Korea",,,,,8913532,,,버들식당,,,,Beodeul Restaurant,1,+82 62-227-1982,,,954,333,5,3.01979565620422,https://www.tripadvisor.com/Restaurant_Review-g304129-d8913532-Reviews-Beodeul_Restaurant-Gwangju.html,
"5, Daenam-daero85beon-Gil, Gwangju South Korea",,,,,9206818,,35.133785,융프라우,126.91622,,,Yungpeurau,2,+82 62-653-4800,,,954,336,4,3.01970863342285,https://www.tripadvisor.com/Restaurant_Review-g304129-d9206818-Reviews-Yungpeurau-Gwangju.html,
"161-36, Geumnam-Ro, Gwangju South Korea",,,,,9346480,,35.153534,낙지볶음더솥,126.9123,,,Octopus Stir-Fried the Caldron Pot,2,,,,954,332,4,3.01980876922607,https://www.tripadvisor.com/Restaurant_Review-g304129-d9346480-Reviews-Octopus_Stir_Fried_the_Caldron_Pot-Gwangju.html,
"331, Pilmun-Daero, Gwangju South Korea",,,,,9266764,,,석봉토스트,,,,Seokbong Toast,1,+82 62-229-5004,,,954,334,5,3.01979565620422,https://www.tripadvisor.com/Restaurant_Review-g304129-d9266764-Reviews-Seokbong_Toast-Gwangju.html,
"672-1, Hanam-daero, Seo-gu, Gwangju 61903 South Korea",Cafe,,,,9245852,,35.171574,스타벅스 광주동림점,126.86617,,,Starbucks Gwangju Dongrim,3,+82 62-514-3667,,,954,248,4,3.02472591400146,https://www.tripadvisor.com/Restaurant_Review-g304129-d9245852-Reviews-Starbucks_Gwangju_Dongrim-Gwangju.html,http://www.istarbucks.co.kr
"34-4, Seoseok-Ro, Gwangju South Korea",,,,,9244001,https://media-cdn.tripadvisor.com/media/photo-o/10/e8/65/10/caption.jpg,,쏘퍼플,,,,Sso Peopeul,1,,,,954,330,5,3.01995062828064,https://www.tripadvisor.com/Restaurant_Review-g304129-d9244001-Reviews-Sso_Peopeul-Gwangju.html,
"608, Taeheojeong-ro, Namjong-myeon, Gwangju, Gyeonggi-do 12709 South Korea",,,,,19745540,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/5d/bc/7b/cafe.jpg,,빵선생 - 팔당호점,,,,Bbangsseam - Paldangho,1,+82 31-763-9455,,,212,97,4,3.01411986351013,https://www.tripadvisor.com/Restaurant_Review-g2024868-d19745540-Reviews-Bbangsseam_Paldangho-Gwangju_Gyeonggi_do.html,https://bbangsseam1108.modoo.at/
"745-10, Namhansanseong-ro, Namhansanseong-myeon, Gwangju, Gyeonggi-do 12700 South Korea",,,,,19213811,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/eb/0e/b1/tofu.jpg,,오복손두부,,,,O Bok Sondooboo,1,+82 31-746-3567,,,212,100,4,3.0138669013977,https://www.tripadvisor.com/Restaurant_Review-g2024868-d19213811-Reviews-O_Bok_Sondooboo-Gwangju_Gyeonggi_do.html,
"886-5, Ilgok-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",,,,,4120845,,,또래오래 광주일곡점,,,,Toreore Gwangju Ilgok,0,+82 62-571-1171,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120845-Reviews-Toreore_Gwangju_Ilgok-Gwangju_Gyeonggi_do.html,
"355, Imbangul-Daero, Gwangju South Korea",,,,,9304211,,,로니로티,,,,Roni Roti,1,+82 62-953-4002,,,954,303,5,3.02054643630981,https://www.tripadvisor.com/Restaurant_Review-g304129-d9304211-Reviews-Roni_Roti-Gwangju.html,
"11, Jejung-ro 47beon-gil, Nam-gu, Gwangju 61643 South Korea",,,,,14149025,,35.135574,하원재,126.9137,,,Hawonjae,1,+82 62-672-8769,,,954,288,5,3.02166557312012,https://www.tripadvisor.com/Restaurant_Review-g304129-d14149025-Reviews-Hawonjae-Gwangju.html,
"51, bongseon2-Ro, Gwangju South Korea",,,,,9408890,,35.125862,미도참치,126.91198,,,Mido Tuna,1,,,,954,538,4,3.01182866096497,https://www.tripadvisor.com/Restaurant_Review-g304129-d9408890-Reviews-Mido_Tuna-Gwangju.html,
"100, Je Bong-Ro, Gwangju South Korea",,,,,9229477,,35.1473,UDALLY,126.92209,,,Udally,1,+82 62-234-7999,,,954,710,4,3.00960183143616,https://www.tripadvisor.com/Restaurant_Review-g304129-d9229477-Reviews-Udally-Gwangju.html,
"321, Imbangul-Daero, Gwangju South Korea",,,,,9308426,https://media-cdn.tripadvisor.com/media/photo-o/0a/5f/78/99/photo1jpg.jpg,35.18885,생어거스틴,126.822845,,,Saeng Eogeoseutin,2,+82 62-954-6232,,,954,348,4,3.01890015602112,https://www.tripadvisor.com/Restaurant_Review-g304129-d9308426-Reviews-Saeng_Eogeoseutin-Gwangju.html,
"348, Seoljuk-Ro, Gwangju South Korea",,,,,9077378,https://media-cdn.tripadvisor.com/media/photo-o/0e/60/25/4d/photo0jpg.jpg,,던킨도너츠,,,,Dunkin' Donuts,1,+82 62-262-5900,,,954,357,5,3.01828622817993,https://www.tripadvisor.com/Restaurant_Review-g304129-d9077378-Reviews-Dunkin_Donuts-Gwangju.html,
"154-2, Taebong-Ro, Gwangju, Gyeonggi-do 12788 South Korea",,,,,9038546,,37.3802,함바식당,127.22927,,,Hamba Restaurant,1,,,,212,208,1,2.85715365409851,https://www.tripadvisor.com/Restaurant_Review-g2024868-d9038546-Reviews-Hamba_Restaurant-Gwangju_Gyeonggi_do.html,
"188-1 Geumnam-ro, Dong-gu 2F, Gwangju 61481 South Korea",Barbecue,Asian,Korean,Healthy,26432048,https://media-cdn.tripadvisor.com/media/photo-o/2b/5f/d1/a0/caption.jpg,35.151173,광주맛집 소신식당,126.913414,Breakfast,,"Gwangju Restaurant, Sosin Restaurant",1,+82 50-71464-7716,,,954,254,4,3.02452039718628,https://www.tripadvisor.com/Restaurant_Review-g304129-d26432048-Reviews-Gwangju_Restaurant_Sosin_Restaurant-Gwangju.html,https://www.instagram.com/sosin.hanu
"86-4, Uchi-Ro, Gwangju South Korea",,,,,8909471,,,콩샌,,,,Bean Saen,1,+82 62-266-5989,,,954,391,5,3.01681399345398,https://www.tripadvisor.com/Restaurant_Review-g304129-d8909471-Reviews-Bean_Saen-Gwangju.html,
"121, Pungamsunhwan-ro, Seo-gu, Gwangju 62068 South Korea",Asian,Korean,,,8535613,https://media-cdn.tripadvisor.com/media/photo-o/08/bc/0f/32/52beonga.jpg,,52번가,,,,52beonga,1,+82 62-654-5244,,,954,851,4,3.00785207748413,https://www.tripadvisor.com/Restaurant_Review-g304129-d8535613-Reviews-52beonga-Gwangju.html,
"9-1, Donggok-ro185beon-Gil, Gwangju South Korea",,,,,9358483,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/2d/53/f7/caption.jpg,35.099174,원조동곡식당,126.77513,,,Original Donggok Restaurant,1,+82 62-943-5005,,,954,869,3,3,https://www.tripadvisor.com/Restaurant_Review-g304129-d9358483-Reviews-Original_Donggok_Restaurant-Gwangju.html,
"140, Jangsin-Ro, Gwangju South Korea",,,,,9328261,,,피자스쿨,,,,Pizza School,1,+82 62-959-5656,,,954,335,5,3.01975345611572,https://www.tripadvisor.com/Restaurant_Review-g304129-d9328261-Reviews-Pizza_School-Gwangju.html,
"5, Dongnip-ro 185beon-gil, Seo-gu, Gwangju 61925 South Korea",Chinese,,,,9397183,https://media-cdn.tripadvisor.com/media/photo-o/11/22/42/f1/photo0jpg.jpg,,만인각,,,,Maningak,1,+82 62-361-7577,,,954,684,4,3.01057171821594,https://www.tripadvisor.com/Restaurant_Review-g304129-d9397183-Reviews-Maningak-Gwangju.html,
"5, Hodong-Ro, Gwangju South Korea",,,,,9410485,,35.174767,미노야,126.913284,,,Mino Ya,1,,,,954,395,5,3.01680207252502,https://www.tripadvisor.com/Restaurant_Review-g304129-d9410485-Reviews-Mino_Ya-Gwangju.html,
"537, Eodeung-Daero, Gwangju South Korea",,,,,9237800,https://media-cdn.tripadvisor.com/media/photo-o/11/11/1e/e6/caption.jpg,,송정금호축산식육식당,,,,Songjeong Geumho Livestock Meat Eating Restaurant,2,,,,954,337,4,3.01958179473877,https://www.tripadvisor.com/Restaurant_Review-g304129-d9237800-Reviews-Songjeong_Geumho_Livestock_Meat_Eating_Restaurant-Gwangju.html,
"92-1, Uchi-Ro, Gwangju South Korea",,,,,9223412,,,뚜레쥬르,,,,Tous Les Jours,2,+82 62-263-2202,,,954,385,4,3.01700186729431,https://www.tripadvisor.com/Restaurant_Review-g304129-d9223412-Reviews-Tous_Les_Jours-Gwangju.html,
"40, Eodeung-daero459beon-Gil, Gwangju South Korea",,,,,9268305,https://media-cdn.tripadvisor.com/media/photo-o/0b/cd/fc/da/caption.jpg,35.15266,선암미가,126.77346,,,Seonam Rice House,1,+82 62-942-1177,,,954,387,5,3.01688647270203,https://www.tripadvisor.com/Restaurant_Review-g304129-d9268305-Reviews-Seonam_Rice_House-Gwangju.html,
"13-2, Hodong-Ro, Gwangju South Korea",,,,,9127702,,,치킨마루,,,,Chicken Floor,1,,,,954,393,5,3.01680207252502,https://www.tripadvisor.com/Restaurant_Review-g304129-d9127702-Reviews-Chicken_Floor-Gwangju.html,
"12, Naebang-ro209beon-Gil, Gwangju South Korea",,,,,9382121,,35.158962,냉갈집,126.863625,,,Naeng Gal House,1,+82 62-372-9279,,,954,381,5,3.01716041564941,https://www.tripadvisor.com/Restaurant_Review-g304129-d9382121-Reviews-Naeng_Gal_House-Gwangju.html,
"904, Mujin-daero, Seo-gu 1F, Shinsegae Dept. Store, Gwangju 61937 South Korea",Cafe,,,,9245946,,,스타벅스 신세계광주점,,,,Starbucks Sinsegae Gwangju,10,+82 62-360-1137,,,954,46,4,3.07013654708862,https://www.tripadvisor.com/Restaurant_Review-g304129-d9245946-Reviews-Starbucks_Sinsegae_Gwangju-Gwangju.html,http://www.istarbucks.co.kr
"55, Seoljuk-ro471beon-Gil, Gwangju South Korea",,,,,9019011,,35.20122,고서촌닭,126.89421,,,Goseo Chon Chicken,1,,,,954,388,5,3.01686835289001,https://www.tripadvisor.com/Restaurant_Review-g304129-d9019011-Reviews-Goseo_Chon_Chicken-Gwangju.html,
"35, Sangmubeodeul-Ro, Gwangju South Korea",,,,,8913340,,,버드리족발,,,,Beodeu Ri Pig's Feet,1,+82 62-385-5337,,,954,389,5,3.01682615280151,https://www.tripadvisor.com/Restaurant_Review-g304129-d8913340-Reviews-Beodeu_Ri_Pig_s_Feet-Gwangju.html,
"114, Sangmujungang-Ro, Gwangju South Korea",,,,,9212920,,35.157433,더커볶,126.84907,,,The Keo Bok,2,,,,954,380,4,3.01718902587891,https://www.tripadvisor.com/Restaurant_Review-g304129-d9212920-Reviews-The_Keo_Bok-Gwangju.html,
"137, Sangmupyeonghwa-Ro, Gwangju South Korea",,,,,9248218,,35.14999,길가,126.85331,,,Street Ga,1,,,,954,386,5,3.01700162887573,https://www.tripadvisor.com/Restaurant_Review-g304129-d9248218-Reviews-Street_Ga-Gwangju.html,
"14-7, Jungang-ro160beon-Gil, Gwangju South Korea",,,,,9237491,,35.14739,송화정,126.91419,,,Songhwa Jeong,1,,,,954,361,5,3.01822113990784,https://www.tripadvisor.com/Restaurant_Review-g304129-d9237491-Reviews-Songhwa_Jeong-Gwangju.html,
